username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
telejenifer13,"Licensed to Sell Real Estate in the Commonwealth of Virginia. Realtor with Real Estate III, INC. 2271 Seminole Tr, Charlottesville.",Charlottesville,122,204,1273,2010-04-26 15:20:06,2020-07-09 20:58:07,0,Check out my #listing in #Charlottesville #VA  #realestate #realtor https://t.co/IFk84KEACo https://t.co/7BRjGnFH67,"[{'text': 'listing', 'indices': [13, 21]}, {'text': 'Charlottesville', 'indices': [25, 41]}, {'text': 'VA', 'indices': [42, 45]}, {'text': 'realestate', 'indices': [47, 58]}, {'text': 'realtor', 'indices': [59, 67]}]"
authenticFNL,History is not procession of illustrious people. It's about what happens to a people. Millions of anonymous people is what history is about. Baldwin #resist,"Florida, USA",2708,2156,83195,2011-10-04 23:48:22,2020-07-09 20:52:44,0,"@DeadlineWH serious ppl &amp; press didn’t take dangerous, racist, xenophobic birtherism seriously as disqualifying for Trump then became practice &amp; policy. #muslimban #familyseparation #caravans #puertorico #daca #Charlottesville @jacobsoboroff @NicolleDWallace @MSNBC #deadlinewh","[{'text': 'muslimban', 'indices': [161, 171]}, {'text': 'familyseparation', 'indices': [172, 189]}, {'text': 'caravans', 'indices': [190, 199]}, {'text': 'puertorico', 'indices': [200, 211]}, {'text': 'daca', 'indices': [212, 217]}, {'text': 'Charlottesville', 'indices': [218, 234]}, {'text': 'deadlinewh', 'indices': [274, 285]}]"
JerryMillerNow,"CEO, The Miller Organization: Advertising Agency, Digital Media, Real Estate Investment. Award-winning writer. Pro Speaker. Social Entrepreneur.",I Love CVille (#iLoveCVille),70,987,9652,2009-08-03 22:24:16,2020-07-09 20:16:26,0,"Shannon Gillikin, Teacher at Jackson-Via Elementary, and Barbara Lundgren, Owner of Barb Wired, joined me on The I @LoveCVille Show! @littlegillikin @BarbWiredLLC
 
Watch: https://t.co/RHIutbMbyE

Listen: https://t.co/rgyoVyVfjZ

#iLoveCVille #CVille #UVa #Charlottesville https://t.co/eRJzoD8l4G","[{'text': 'iLoveCVille', 'indices': [230, 242]}, {'text': 'CVille', 'indices': [243, 250]}, {'text': 'UVa', 'indices': [251, 255]}, {'text': 'Charlottesville', 'indices': [256, 272]}]"
tmj_VAH_retail,"Follow this account for geo-targeted Retail job tweets in Harrisonburg, VA. Need help? Tweet us at @CareerArc!","Harrisonburg, VA",119,188,877,2011-08-23 21:01:52,2020-07-09 20:14:34,0,"Want to work in #Charlottesville, VA? View our latest opening: https://t.co/K1oGY2P5E0 #Retail","[{'text': 'Charlottesville', 'indices': [16, 32]}, {'text': 'Retail', 'indices': [87, 94]}]"
sm9eb,"Archaeologist specializing in Late Neolithic Sanliurfa, Turkey; D.C. native; foodie; astronomy & gardening buff; guardian of a Wild Turkish Cat!","Charlottesville, Virginia, USA",3146,1318,25339,2012-05-02 03:30:22,2020-07-09 20:02:37,0,Can anyone out there in #Charlottesville recommend someone who can scan slides (actual 35mm slides) cheaply who might still be open? Doesn't have to be local. @ewg118 @erinleeryan,"[{'text': 'Charlottesville', 'indices': [24, 40]}]"
John_A_W,author (https://t.co/sF7WsEhTic) / freelance journalist @StreetsMN / blogger (is that still a thing?) / perilous atheist / shelterer-in-placer,Minneapolis MN,674,169,4909,2014-09-17 01:07:45,2020-07-09 19:55:19,0,"@kenklippenstein wow, thought that just read ""several"" at first, not ""Seven."" Wow.
so, obviously a parallel to the embracing of these types of terrorist attacks (and subsequent attempts by state legs to immunize) after #Charlottesville and now even by the goon squad cops.","[{'text': 'Charlottesville', 'indices': [219, 235]}]"
9RoundCville,30 minute kickboxing circuit. Total body workout in just 30 minutes! A trainer is at every workout to motivate you. First workout is always FREE!,"Charlottesville, VA",181,199,2630,2014-05-20 22:23:18,2020-07-09 19:46:04,0,"🎉NEW MEMBER WELCOME 💥🥊
Please welcome Amber and Eduardo to our 9Round family! We’re so happy you found the perfect place to knockout some great workouts together 🥊❤️🥊 #bestmembers #fitfam #funworkout #uva #charlottesville https://t.co/9uPdgFwXaN","[{'text': 'bestmembers', 'indices': [167, 179]}, {'text': 'fitfam', 'indices': [180, 187]}, {'text': 'funworkout', 'indices': [188, 199]}, {'text': 'uva', 'indices': [200, 204]}, {'text': 'charlottesville', 'indices': [205, 221]}]"
REIIITweets,A large and productive real estate firm in the greater Charlottesville Area. We are a  locally owned real estate firm in business since 1972.,"Charlottesville, VA, US, 22901",435,382,9729,2009-08-13 10:31:21,2020-07-09 19:41:53,0,See a virtual tour of our listing on Broad Axe Rd #Charlottesville #VA  #realestate https://t.co/BoPz85f7H4 https://t.co/Hn5bwfCmY2,"[{'text': 'Charlottesville', 'indices': [50, 66]}, {'text': 'VA', 'indices': [67, 70]}, {'text': 'realestate', 'indices': [72, 83]}]"
kingvineyards,"A family owned and operated winery in the foothills of the Blue Ridge Mountains in Crozet, Virginia specializing the the production of ultra-premium wines.","Crozet, VA",2605,5978,1163,2009-06-24 23:34:20,2020-07-09 19:24:04,0,"What’s on your summer reading list? There is no time like the present to learn more about wine!
.
.
.
#kingfamilyvineyards #roselandfarm #vawine #wine #vino #wineknowledge #themoreyouknow #books #jancisrobinson #crozetva #cville #charlottesville #summerreading #summer https://t.co/7PMYfcN6l4","[{'text': 'kingfamilyvineyards', 'indices': [102, 122]}, {'text': 'roselandfarm', 'indices': [123, 136]}, {'text': 'vawine', 'indices': [137, 144]}, {'text': 'wine', 'indices': [145, 150]}, {'text': 'vino', 'indices': [151, 156]}, {'text': 'wineknowledge', 'indices': [157, 171]}, {'text': 'themoreyouknow', 'indices': [172, 187]}, {'text': 'books', 'indices': [188, 194]}, {'text': 'jancisrobinson', 'indices': [195, 210]}, {'text': 'crozetva', 'indices': [211, 220]}, {'text': 'cville', 'indices': [221, 228]}, {'text': 'charlottesville', 'indices': [229, 245]}, {'text': 'summerreading', 'indices': [246, 260]}, {'text': 'summer', 'indices': [261, 268]}]"
SoCallls,#Resist #FBR #NeverAgain #MarchForOurLives #Lgbtq #BLM #traitortrump,,9394,9836,323405,2012-03-25 19:06:33,2020-07-09 19:24:02,0,"@GOPLeader #RussianBounty
#TrumpDeathToll132K Plus
#Charlottesville
#JamalKhashoggi 
#Helsinki
#LoveLetters

Should I go on? We have memories. Vote for @KimMangone #CA23 to remove #kremlinKevin","[{'text': 'RussianBounty', 'indices': [11, 25]}, {'text': 'TrumpDeathToll132K', 'indices': [26, 45]}, {'text': 'Charlottesville', 'indices': [51, 67]}, {'text': 'JamalKhashoggi', 'indices': [68, 83]}, {'text': 'Helsinki', 'indices': [85, 94]}, {'text': 'LoveLetters', 'indices': [95, 107]}, {'text': 'CA23', 'indices': [164, 169]}, {'text': 'kremlinKevin', 'indices': [180, 193]}]"
FMSamadi,Looking for good people to follow me and be followed back!,London,61,10,388,2020-06-20 12:58:35,2020-07-09 18:44:35,1,"so @realDonaldTrump can happily call #BLM ""left-wing fascists"" on the 4th of July, but literal fascists and white supremacists marching in #Charlottesville to ""unite the right"" are just ""fine people"".
This man is a #RacistInChief and a #Fascist. https://t.co/Bdi751C4gb","[{'text': 'BLM', 'indices': [37, 41]}, {'text': 'Charlottesville', 'indices': [139, 155]}, {'text': 'RacistInChief', 'indices': [215, 229]}, {'text': 'Fascist', 'indices': [236, 244]}]"
noracharles_,"Doing Life, Liberty and the Pursuit of Happiness. California born.","Los Angeles, CA",957,229,16363,2017-08-17 03:37:47,2020-07-09 17:06:36,0,"Conservative Americans who think #BlackLivesMatter is a hostile marxist leftist group are not listening or looking at real Americans of all COLORS marching for POLICE REFORM and EQUITY in America.  This movement is as American as APPLE PIE. 🇺🇸 

#Charlottesville #justice #BLM https://t.co/yRcyXjxNBH","[{'text': 'BlackLivesMatter', 'indices': [33, 50]}, {'text': 'Charlottesville', 'indices': [246, 262]}, {'text': 'justice', 'indices': [263, 271]}, {'text': 'BLM', 'indices': [272, 276]}]"
fzavacky,"Free agent; PE TOY; PE/PA Consultant;UVA and Nats Baseball Fan; Wife/Mom;Connector, Cville Strong. Good cook!",United States,288,1154,27470,2008-11-04 18:07:03,2020-07-09 16:55:59,0,Why hello Hummingbird Moth! https://t.co/a2W3VzuGp4 #cville #charlottesville #charlottesvilleva @ Zavacky Homestead https://t.co/2fc3O4dwx5,"[{'text': 'cville', 'indices': [52, 59]}, {'text': 'charlottesville', 'indices': [60, 76]}, {'text': 'charlottesvilleva', 'indices': [77, 95]}]"
BEINGBE5T,"""Flush the turd, November 3rd""","Kansas City, MO",506,60,7540,2019-05-07 14:31:45,2020-07-09 16:44:33,0,@RichardGrenell Can you point me to your tweet condemning the President saying “many fine people” when #HeatherHeyer was murdered in #Charlottesville ?,"[{'text': 'HeatherHeyer', 'indices': [103, 116]}, {'text': 'Charlottesville', 'indices': [133, 149]}]"
RobinUlep,@UVANeurology resident • Interests in #Stroke #MedEd #DEI • Pronouns she/her • @UQmedicine @BrownUniversity alum • Tweets my own,,164,70,35,2020-05-19 19:30:22,2020-07-09 16:42:20,10,"Get tested for COVID-19 at these Community Resource Fairs the next three Thursdays (July 9, 16 &amp; 23) from 5-7 p.m. at Booker T. Washington Park in Charlottesville. No appointment required. For more information, call Jackie Martin at 434.409.4313. @MarthaJefferson #Charlottesville https://t.co/FsUNFkhaim",[]
DSMcNair,"Writer, journalist, media critic. Curate a local news website at https://t.co/ZmtOIyomhP…, https://t.co/49OGab606Q.","Charlottesville, Virginia",616,318,930,2009-04-28 16:33:47,2020-07-09 16:29:07,0,"Like the person who posted this said, we don't know the circumstances, but that's some aggressive police force being used on the DTM. #Charlottesville 
https://t.co/ExmkBjlZ7n","[{'text': 'Charlottesville', 'indices': [134, 150]}]"
SERVPRO_cville,Fire & Water Restoration - Mold Remediation - Storm Damage -Emergency Services - Serving Charlottesville and surrounding areas,"Charlottesville, VA, US, 22911",339,413,1092,2015-12-15 15:38:27,2020-07-09 16:11:44,1,#ProjectRebound just released five short videos so you can see how local businesses practice COVID-19 safety measures in real-world situations. Go to https://t.co/tHUIJuXoUu to watch. #staysafe #charlottesville #forwardvirginia @SERVPRO_cville @TigerFuelCo @GOVirginia https://t.co/YE3fVayDDV,"[{'text': 'ProjectRebound', 'indices': [21, 36]}]"
davidcnswanson,"David Swanson is an author, activist, journalist, and radio host. He is executive director of @WorldBeyondWar and campaign coordinator of @RootsAction",Charlottesville VA,7030,12616,65384,2009-02-01 23:53:23,2020-07-09 15:53:57,0,"Who wants to be the 1,000th person to support banning militarized policing in #Charlottesville ? #BLM https://t.co/qTUpXA4til","[{'text': 'Charlottesville', 'indices': [78, 94]}, {'text': 'BLM', 'indices': [97, 101]}]"
BeckCohenCville,"#BeckCohen is a full-service HVAC, plumbing, and electrical company, proudly serving the Charlottesville area since 1955! 
Book a service with us today!","Charlottesville, VA",7,1,25,2020-05-05 16:37:59,2020-07-09 15:31:03,0,"Let's kick-off Friday Eve with some MAJOR savings!💰Call the Beck Cohen team today to learn how you can take advantage of these offers. (434) 465-6465

#BeckCohen #SalmonTrucks #HVAC #Plumbing #Air #Cooling #Heating #Electrical #Charlottesville #VA https://t.co/zQKder7iE8","[{'text': 'BeckCohen', 'indices': [151, 161]}, {'text': 'SalmonTrucks', 'indices': [162, 175]}, {'text': 'HVAC', 'indices': [176, 181]}, {'text': 'Plumbing', 'indices': [182, 191]}, {'text': 'Air', 'indices': [192, 196]}, {'text': 'Cooling', 'indices': [197, 205]}, {'text': 'Heating', 'indices': [206, 214]}, {'text': 'Electrical', 'indices': [215, 226]}, {'text': 'Charlottesville', 'indices': [227, 243]}, {'text': 'VA', 'indices': [244, 247]}]"
LeapNahlij,“Hell Yeah”,"Virginia, USA",195,79,2132,2014-12-21 23:49:36,2020-07-09 15:26:21,69,"A reminder that during the summer of 2017, the KKK held a rally (of course protected by police) in #Charlottesville on July 8th. That was the day that counter protesters were tear gassed in the streets by police near court square simply for showing up + holding space. https://t.co/9xmbwTgOIX","[{'text': 'Charlottesville', 'indices': [112, 128]}]"
UVAHospitalists,Internists striving to provide excellent care to our patients. Tweets are only for education.,"Charlottesville, VA",140,185,99,2017-10-10 12:28:16,2020-07-09 15:14:45,10,"Get tested for COVID-19 at these Community Resource Fairs the next three Thursdays (July 9, 16 &amp; 23) from 5-7 p.m. at Booker T. Washington Park in Charlottesville. No appointment required. For more information, call Jackie Martin at 434.409.4313. @MarthaJefferson #Charlottesville https://t.co/FsUNFkhaim",[]
BiggiexPoppa,Ig  DM[V] kid. Ball is life  I follow back most of the time. OPHS '16,"Virginia, USA",1062,490,13398,2011-09-29 01:01:09,2020-07-09 15:07:17,69,"A reminder that during the summer of 2017, the KKK held a rally (of course protected by police) in #Charlottesville on July 8th. That was the day that counter protesters were tear gassed in the streets by police near court square simply for showing up + holding space. https://t.co/9xmbwTgOIX","[{'text': 'Charlottesville', 'indices': [112, 128]}]"
REIIITweets,A large and productive real estate firm in the greater Charlottesville Area. We are a  locally owned real estate firm in business since 1972.,"Charlottesville, VA, US, 22901",435,382,9729,2009-08-13 10:31:21,2020-07-09 15:06:22,0,TIM CARSON would love to show you the #listing at 506 Ridge St #Charlottesville #VA  #realestate https://t.co/j4YLzqkeLC https://t.co/74rKiQ2CwN,"[{'text': 'listing', 'indices': [38, 46]}, {'text': 'Charlottesville', 'indices': [63, 79]}, {'text': 'VA', 'indices': [80, 83]}, {'text': 'realestate', 'indices': [85, 96]}]"
__JuliaKay,Da Crib University or whatever uva said | Pre-Med👩🏽‍⚕️| Her/She | 💎💙,PagingDoctorGilliam,1678,2006,37745,2016-01-24 00:16:10,2020-07-09 14:50:52,69,"A reminder that during the summer of 2017, the KKK held a rally (of course protected by police) in #Charlottesville on July 8th. That was the day that counter protesters were tear gassed in the streets by police near court square simply for showing up + holding space. https://t.co/9xmbwTgOIX","[{'text': 'Charlottesville', 'indices': [112, 128]}]"
DraftsmanHotel,Experience Storied Virginia with a Fresh Dose of Today at Our Boutique Hotel in Downtown Charlottesville,"Charlottesville, VA",6,29,129,2020-01-03 15:37:12,2020-07-09 14:48:35,0,"Throughout Virginia, LOVEworks art installments are abundant - there is even one right here in #Charlottesville!  Have you been? We'd love to see your pictures! #LoveVA @visitvirginia
https://t.co/F3rrpMdXau","[{'text': 'Charlottesville', 'indices': [95, 111]}, {'text': 'LoveVA', 'indices': [161, 168]}]"
